PF04624.15	DEC1
PF00955.22	HCO3_cotransp
PF07111.13	HCR
PF01543.18	HCV_capsid
PF01542.19	HCV_core
PF01539.18	HCV_env
PF01560.18	HCV_NS1
PF01538.19	HCV_NS2
PF01006.21	HCV_NS4a
PF01001.20	HCV_NS4b
PF01506.20	HCV_NS5a
PF08300.14	HCV_NS5a_1a
PF08301.14	HCV_NS5a_1b
PF12941.8	HCV_NS5a_C
PF01837.17	HcyBio
PF01966.23	HD
PF12917.8	HD_2
PF13023.7	HD_3
PF13328.7	HD_4
PF13487.7	HD_5
PF18019.2	HD_6
PF13286.7	HD_assoc
PF04618.13	HD-ZIP_N
PF11496.9	HDA2-3
PF12203.9	HDAC4_Gln
PF02329.17	HDC
PF06411.12	HdeA
PF14701.7	hDGE_amylase
PF15115.7	HDNR
PF08668.13	HDOD
PF02924.15	HDPD
PF01517.19	HDV_ag
PF05345.13	He_PIG
PF09008.11	Head_binding
PF12236.9	Head-tail_con
PF16002.6	Headcase
PF02985.23	HEAT
PF13646.7	HEAT_2
PF13513.7	HEAT_EZ
PF03130.17	HEAT_PBS
PF18817.2	HEAT_UF
PF15353.7	HECA
PF00632.26	HECT
PF09814.10	HECT_2
PF16562.6	HECW_N
PF18436.2	HECW1_helix
PF19191.1	HEF_HK
PF12661.8	hEGF
PF12949.8	HeH
PF00271.32	Helicase_C
PF13307.7	Helicase_C_2
PF13625.7	Helicase_C_3
PF13871.7	Helicase_C_4
PF12462.9	Helicase_IV_N
PF18149.2	Helicase_PWI
PF05127.15	Helicase_RecD
PF11408.9	Helicase_Sgs1
PF18761.2	Heliorhodopsin
PF14214.7	Helitron_like_N
PF14479.7	HeLo
PF17111.6	Helo_like_N
PF03451.15	HELP
PF17312.3	Helveticin_J
PF02602.16	HEM4
PF03996.16	Hema_esterase
PF02710.15	Hema_HEFG
PF08720.11	Hema_stalk
PF00509.19	Hemagglutinin
PF01126.21	Heme_oxygenase
PF11545.9	HemeBinding_Shp
PF01814.24	Hemerythrin
PF06969.17	HemN_C
PF03723.15	Hemocyanin_C
PF00372.20	Hemocyanin_M
PF03722.15	Hemocyanin_N
PF12563.9	Hemolysin_N
PF00353.20	HemolysinCabind
PF00045.20	Hemopexin
PF10636.10	hemP
PF05171.13	HemS
PF04375.15	HemX
PF07219.14	HemY_N
PF12623.8	Hen1_L
PF18441.2	Hen1_Lam_C
PF07052.12	Hep_59
PF08290.12	Hep_core_N
PF07940.14	Hepar_II_III
PF16889.6	Hepar_II_III_N
PF00906.21	Hepatitis_core
PF06446.13	Hepcidin
PF18675.2	HepII_C
PF05168.15	HEPN
PF18732.2	HEPN_AbiA_CTD
PF18734.2	HEPN_AbiU2
PF18728.2	HEPN_AbiV
PF18739.2	HEPN_Apea
PF18730.2	HEPN_Cthe2314
PF18738.2	HEPN_DZIP3
PF18733.2	HEPN_LA2681
PF18737.2	HEPN_MAE_28990
PF18870.2	HEPN_RES_NTD1
PF18735.2	HEPN_RiboL-PSP
PF18869.2	HEPN_RnaseLS
PF18726.2	HEPN_SAV_6107
PF18725.2	HEPN_SAV2148
PF18729.2	HEPN_STY4199
PF18731.2	HEPN_Swt1
PF18871.2	HEPN_Toprim_N
PF18867.2	HEPN-like_int
PF07307.12	HEPPP_synt_1
PF09272.11	Hepsin-SRCR
PF09241.11	Herp-Cyclin
PF04793.13	Herpes_BBRF1
PF05109.14	Herpes_BLLF1
PF05812.13	Herpes_BLRF2
PF04633.13	Herpes_BMRF2
PF04682.13	Herpes_BTRF1
PF06112.12	Herpes_capsid
PF04929.13	Herpes_DNAp_acc
PF01673.19	Herpes_env
PF02480.17	Herpes_gE
PF01688.18	Herpes_gI
PF17488.3	Herpes_glycoH_C
PF01528.17	Herpes_glycop
PF01537.18	Herpes_glycop_D
PF02489.17	Herpes_glycop_H
PF05955.12	Herpes_gp2
PF05774.12	Herpes_heli_pri
PF02689.15	Herpes_Helicase
PF03324.15	Herpes_HEPA
PF03585.15	Herpes_ICP4_C
PF03584.16	Herpes_ICP4_N
PF07340.12	Herpes_IE1
PF03361.15	Herpes_IE2_3
PF02479.17	Herpes_IE68
PF06307.13	Herpes_IR6
PF06126.12	Herpes_LAMP2
PF05297.12	Herpes_LMP1
PF07415.12	Herpes_LMP2
PF03363.14	Herpes_LP
PF03122.15	Herpes_MCP
PF04797.14	Herpes_ORF11
PF02399.16	Herpes_ori_bp
PF03325.14	Herpes_PAP
PF04846.14	Herpes_pp38
PF04637.13	Herpes_pp85
PF03326.14	Herpes_TAF50
PF04843.13	Herpes_teg_N
PF00693.19	Herpes_TK
PF08465.11	Herpes_TK_C
PF05613.12	Herpes_U15
PF07402.12	Herpes_U26
PF04523.14	Herpes_U30
PF04541.14	Herpes_U34
PF04533.14	Herpes_U44
PF05467.12	Herpes_U47
PF05999.12	Herpes_U5
PF06501.12	Herpes_U55
PF04529.13	Herpes_U59
PF05259.12	Herpes_UL1
PF03580.15	Herpes_UL14
PF03044.15	Herpes_UL16
PF04559.13	Herpes_UL17
PF04544.13	Herpes_UL20
PF03252.14	Herpes_UL21
PF01646.17	Herpes_UL24
PF01499.17	Herpes_UL25
PF03369.14	Herpes_UL3
PF02718.15	Herpes_UL31
PF06070.12	Herpes_UL32
PF03581.14	Herpes_UL33
PF04496.13	Herpes_UL35
PF03586.14	Herpes_UL36
PF03970.14	Herpes_UL37_1
PF07413.12	Herpes_UL37_2
PF03277.14	Herpes_UL4
PF02282.17	Herpes_UL42
PF05072.14	Herpes_UL43
PF03387.15	Herpes_UL46
PF03362.14	Herpes_UL47
PF03117.15	Herpes_UL49_1
PF04823.13	Herpes_UL49_2
PF05702.12	Herpes_UL49_5
PF04540.14	Herpes_UL51
PF03121.16	Herpes_UL52
PF04537.13	Herpes_UL55
PF04534.13	Herpes_UL56
PF01763.17	Herpes_UL6
PF05459.13	Herpes_UL69
PF01677.17	Herpes_UL7
PF03554.14	Herpes_UL73
PF07982.13	Herpes_UL74
PF03049.15	Herpes_UL79
PF05784.12	Herpes_UL82_83
PF03043.15	Herpes_UL87
PF03048.15	Herpes_UL92
PF03038.15	Herpes_UL95
PF05363.13	Herpes_US12
PF06072.12	Herpes_US9
PF01802.18	Herpes_V23
PF03327.15	Herpes_VP19C
PF14409.7	Herpeto_peptide
PF13804.7	HERV-K_env_2
PF15695.6	HERV-K_REC
PF06985.12	HET
PF07217.12	Het-C
PF17108.6	HET-S
PF11558.9	HET-s_218-289
PF18460.2	HetR_C
PF02444.17	HEV_ORF1
PF02455.17	Hex_IIIa
PF00132.25	Hexapep
PF14602.7	Hexapep_2
PF18776.2	Hexapep_loop
PF15313.7	HEXIM
PF00349.22	Hexokinase_1
PF03727.17	Hexokinase_2
PF03559.15	Hexose_dehydrat
PF12221.9	HflK_N
PF17209.4	Hfq
PF18287.2	Hfx_Cass5
PF15666.6	HGAL
PF06050.14	HGD-D
PF14702.7	hGDE_central
PF14699.7	hGDE_N
PF04209.14	HgmA
PF03129.21	HGTP_anticodon
PF12745.8	HGTP_anticodon2
PF03578.16	HGWP
PF01085.19	HH_signal
PF05321.12	HHA
PF00633.24	HHH
PF12826.8	HHH_2
PF12836.8	HHH_3
PF14490.7	HHH_4
PF14520.7	HHH_5
PF14579.7	HHH_6
PF14635.7	HHH_7
PF14716.7	HHH_8
PF17674.2	HHH_9
PF00730.26	HhH-GPD
PF16852.6	HHV-1_VABD
PF17087.6	HHV-5_US34A
PF03753.14	HHV6-IE
PF03486.15	HI0933_like
PF15403.7	HiaBD2
PF07927.13	HicA_toxin
PF05534.13	HicB
PF15919.6	HicB_lk_antitox
PF15970.6	HicB-like_2
PF12722.8	Hid1
PF11413.9	HIF-1
PF08778.11	HIF-1a_CTAD
PF04588.14	HIG_1_N
PF09907.10	HigB_toxin
PF05015.14	HigB-like_toxin
PF05636.12	HIGH_NTase1
PF16581.6	HIGH_NTase1_ass
PF15220.7	HILPDA
PF08732.11	HIM1
PF02760.16	HIN
PF01079.21	Hint
PF13403.7	Hint_2
PF16515.6	HIP1_clath_bdg
PF07804.13	HipA_C
PF01355.18	HIPIP
PF18253.2	HipN
PF07569.12	Hira
PF09453.11	HIRA_B
PF08797.12	HIRAN
PF00713.18	Hirudin
PF02098.17	His_binding
PF00977.22	His_biosynth
PF06580.14	His_kinase
PF08047.12	His_leader
PF18275.2	His_Me_b4a2
PF00300.23	His_Phos_1
PF00328.23	His_Phos_2
PF01634.19	HisG
PF08029.12	HisG_C
PF09385.11	HisK_N
PF18698.2	HisK_sensor
PF00512.26	HisKA
PF07568.13	HisKA_2
PF07730.14	HisKA_3
PF16926.6	HisKA_4TM
PF16927.6	HisKA_7TM
PF00850.20	Hist_deacetyl
PF10529.10	Hist_rich_Ca-bd
PF00815.21	Histidinol_dh
PF00125.25	Histone
PF16211.6	Histone_H2A_C
PF00816.22	Histone_HNS
PF01230.24	HIT
PF18268.2	Hit1_C
PF01870.19	Hjc
PF12347.9	HJURP_C
PF12346.9	HJURP_mid
PF02110.16	HK
PF16750.6	HK_sensor
PF04883.13	HK97-gp10_like
PF18415.2	HKR_ArcB_TM
PF00010.27	HLH
PF02794.17	HlyC
PF00529.21	HlyD
PF12700.8	HlyD_2
PF13437.7	HlyD_3
PF16576.6	HlyD_D23
PF16572.6	HlyD_D4
PF06109.14	HlyE
PF03006.21	HlyIII
PF10115.10	HlyU
PF00403.27	HMA
PF03201.17	HMD
PF00505.20	HMG_box
PF09011.11	HMG_box_2
PF14887.7	HMG_box_5
PF08540.11	HMG_CoA_synt_C
PF01154.18	HMG_CoA_synt_N
PF00368.19	HMG-CoA_red
PF01101.19	HMG14_17
PF00682.20	HMGL-like
PF15908.6	HMMR_C
PF15905.6	HMMR_N
PF14064.7	HmuY
PF18254.2	HMw1_D2
PF18071.2	HMW1C_N
PF00423.20	HN
PF09354.11	HNF_C
PF04814.14	HNF-1_N
PF04813.13	HNF-1A_C
PF04812.14	HNF-1B_C
PF01844.24	HNH
PF13391.7	HNH_2
PF13392.7	HNH_3
PF13395.7	HNH_4
PF14279.7	HNH_5
PF18780.2	HNH_repeat
PF16784.6	HNHc_6
PF12196.9	hNIFK_binding
PF07700.16	HNOB
PF07701.15	HNOBA
PF11532.9	HnRNP_M
PF18360.2	hnRNP_Q_AcD
PF11627.9	HnRNPA1
PF14515.7	HOASN
PF12163.9	HobA
PF17943.2	HOCHOB
PF10748.10	HofP
PF16678.6	HOIP-UBA
PF01848.17	HOK_GEF
PF16935.6	Hol_Tox
PF13272.7	Holin_2-3
PF16936.6	Holin_9
PF10960.9	Holin_BhlA
PF05102.13	Holin_BlyA
PF04688.14	Holin_SPP1
PF05204.15	Hom_end
PF05203.17	Hom_end_hint
PF05920.12	Homeobox_KN
PF00046.30	Homeodomain
PF11569.9	Homez
PF00742.20	Homoserine_dh
PF05622.13	HOOK
PF19047.1	HOOK_N
PF17914.2	HopA1
PF08888.12	HopJ
PF15457.7	HopW1-1
PF02301.19	HORMA
PF00103.21	Hormone_1
PF00123.21	Hormone_2
PF00159.19	Hormone_3
PF00220.18	Hormone_4
PF00184.18	Hormone_5
PF00236.19	Hormone_6
PF00104.31	Hormone_recep
PF10116.10	Host_attach
PF04617.14	Hox9_act
PF12284.9	HoxA13_N
PF01856.18	HP_OMP
PF02521.15	HP_OMP_2
PF18618.2	HP0268
PF18472.2	HP1451_C
PF03241.14	HpaB
PF11794.9	HpaB_N
PF09483.11	HpaP
PF03328.15	HpcH_HpaI
PF05044.13	HPD
PF13694.7	Hph
PF14925.7	HPHLAWLY
PF13323.7	HPIH
PF15226.7	HPIP
PF18524.2	HPIP_like
PF04982.14	HPP
PF01288.21	HPPK
PF07475.13	Hpr_kinase_C
PF02603.17	Hpr_kinase_N
PF07456.12	Hpre_diP_synt_I
PF14763.7	HPS3_C
PF14762.7	HPS3_Mid
PF14761.7	HPS3_N
PF15702.6	HPS6
PF01627.24	Hpt
PF10090.10	HPTransfase
PF16960.6	HpuA
PF05514.12	HR_lesion
PF02185.17	HR1
PF01628.22	HrcA
PF03444.16	HrcA_DNA-bdg
PF15758.6	HRCT1
PF00570.24	HRDC
PF16954.6	HRG
PF16815.6	HRI1
PF02793.23	HRM
PF09589.11	HrpA_pilin
PF08482.11	HrpB_C
PF09613.11	HrpB1_HrpK
PF09487.11	HrpB2
PF09502.11	HrpB4
PF09486.11	HrpB7
PF06188.13	HrpE
PF06266.13	HrpF
PF07201.12	HrpJ
PF12210.9	Hrs_helical
PF13933.7	HRXXH
PF02218.16	HS1_rep
PF07014.13	Hs1pro-1_C
PF07231.13	Hs1pro-1_N
PF07529.14	HSA
PF12456.9	hSac2
PF12296.9	HsbA
PF06825.13	HSBP1
PF18256.2	HscB_4_cys
PF07743.14	HSCB_C
PF15244.7	HSD3
PF12161.9	HsdM_N
PF04313.15	HSDR_N
PF13588.7	HSDR_N_2
PF00447.18	HSF_DNA-bind
PF14603.7	hSH3
PF06350.13	HSL_N
PF18794.2	HSM3_C
PF18795.2	HSM3_N
PF12062.9	HSNSD
PF00011.22	HSP20
PF01430.20	HSP33
PF00012.21	HSP70
PF04119.13	HSP9_HSP12
PF00183.19	HSP90
PF03172.14	HSR
PF12149.9	HSV_VP16_C
PF04213.14	HtaA
PF00126.28	HTH_1
PF04967.13	HTH_10
PF08279.13	HTH_11
PF08461.11	HTH_12
PF11972.9	HTH_13
PF12324.9	HTH_15
PF12645.8	HTH_16
PF12728.8	HTH_17
PF12833.8	HTH_18
PF12844.8	HTH_19
PF12840.8	HTH_20
PF13276.7	HTH_21
PF13309.7	HTH_22
PF13384.7	HTH_23
PF13412.7	HTH_24
PF13413.7	HTH_25
PF13443.7	HTH_26
PF13463.7	HTH_27
PF13518.7	HTH_28
PF13551.7	HTH_29
PF01381.23	HTH_3
PF13556.7	HTH_30
PF13560.7	HTH_31
PF13565.7	HTH_32
PF13592.7	HTH_33
PF13601.7	HTH_34
PF13693.7	HTH_35
PF13730.7	HTH_36
PF13744.7	HTH_37
PF13936.7	HTH_38
PF14090.7	HTH_39
PF14493.7	HTH_40
PF14502.7	HTH_41
PF06224.13	HTH_42
PF09904.10	HTH_43
PF14641.7	HTH_44
PF14947.7	HTH_45
PF15977.6	HTH_46
PF16221.6	HTH_47
PF17906.2	HTH_48
PF18010.2	HTH_49
PF01022.21	HTH_5
PF18024.2	HTH_50
PF18558.2	HTH_51
PF18576.2	HTH_52
PF18606.2	HTH_53
PF18607.2	HTH_54
PF18622.2	HTH_55
PF18662.2	HTH_56
PF18679.2	HTH_57
PF01418.18	HTH_6
PF02796.16	HTH_7
PF02954.20	HTH_8
PF08221.12	HTH_9
PF18107.2	HTH_ABP1_N
PF00165.24	HTH_AraC
PF13404.7	HTH_AsnC-type
PF08222.12	HTH_CodY
PF13545.7	HTH_Crp_2
PF08220.13	HTH_DeoR
PF09339.11	HTH_IclR
PF08280.12	HTH_Mga
PF17007.6	HTH_micro
PF12323.9	HTH_OrfB_IS605
PF19187.1	HTH_PafC
PF17762.2	HTH_ParB
PF05225.17	HTH_psq
PF18580.2	HTH_SUN2
PF01527.21	HTH_Tnp_1
PF13022.7	HTH_Tnp_1_2
PF13613.7	HTH_Tnp_4
PF12759.8	HTH_Tnp_IS1
PF01710.17	HTH_Tnp_IS630
PF13542.7	HTH_Tnp_ISL3
PF02316.17	HTH_Tnp_Mu_1
PF09039.12	HTH_Tnp_Mu_2
PF11427.9	HTH_Tnp_Tc3_1
PF01498.19	HTH_Tnp_Tc3_2
PF03221.17	HTH_Tnp_Tc5
PF02650.15	HTH_WhiA
PF11534.9	HTHP
PF17909.2	Htr2
PF09612.11	HtrL_YibB
PF04204.17	HTS
PF18174.2	HU-CCDC81_bac_1
PF18175.2	HU-CCDC81_bac_2
PF14908.7	HU-CCDC81_euk_1
PF18289.2	HU-CCDC81_euk_2
PF14848.7	HU-DNA_bdg
PF18291.2	HU-HIG
PF05393.12	Hum_adeno_E3A
PF15040.7	Humanin
PF08729.11	HUN
PF04955.13	HupE_UreJ
PF13795.7	HupE_UreJ_2
PF01455.19	HupF_HypC
PF04809.14	HupH_C
PF04005.13	Hus1
PF05962.12	HutD
PF09021.12	HutP
PF17086.6	HV_small_capsid
PF11160.9	Hva1_TUDOR
PF09749.10	HVSL
PF07536.15	HWE_HK
PF01638.18	HxlR
PF13787.7	HXXEE
PF07586.12	HXXSHH
PF07449.12	HyaE
PF07212.12	Hyaluronidase_1
PF11046.9	HycA_repressor
PF09790.10	Hyccin
PF07450.12	HycH
PF01750.19	HycI
PF06462.13	Hyd_WA
PF05378.14	Hydant_A_N
PF01968.19	Hydantoinase_A
PF02538.15	Hydantoinase_B
PF18128.2	HydF_dimer
PF18133.2	HydF_tetramer
PF17213.4	Hydin_ADK
PF00702.27	Hydrolase
PF07486.13	Hydrolase_2
PF08282.13	Hydrolase_3
PF12146.9	Hydrolase_4
PF13344.7	Hydrolase_6
PF13242.7	Hydrolase_like
PF14547.7	Hydrophob_seed
PF01185.19	Hydrophobin
PF06766.12	Hydrophobin_2
PF15311.7	HYLS1_C
PF01155.20	HypA
PF01924.17	HypD
PF17788.2	HypF_C
PF11765.9	Hyphal_reg_CWP
PF19026.1	HYPK_UBA
PF09509.11	Hypoth_Ymh
PF02494.17	HYR
PF15789.6	Hyr1
PF18582.2	HZS_alpha
PF01608.18	I_LWEQ
PF18372.2	I-EGF_1
PF07679.17	I-set
PF06776.13	IalB
PF11924.9	IAT_beta
PF04568.13	IATP
PF01749.21	IBB
PF10416.10	IBD
PF03810.20	IBN_N
PF11422.9	IBP39
PF01485.22	IBR
PF13956.7	Ibs_toxin
PF03617.14	IBV_3A
PF03622.14	IBV_3B
PF03620.14	IBV_3C
PF04629.15	ICA69
PF03921.15	ICAM_N
PF10480.10	ICAP-1_inte_bdg
PF06384.12	ICAT
PF11999.9	Ice_binding
PF00818.18	Ice_nucleation
PF08426.11	ICE2
PF05315.12	ICEA
PF05862.12	IceA2
PF00463.22	ICL
PF01614.19	IclR
PF06744.13	IcmF_C
PF06761.13	IcmF-related
PF14331.7	IcmF-related_N
PF04140.15	ICMT
PF18543.2	ID
PF08858.11	IDEAL
PF03971.15	IDH
PF01231.19	IDO
PF05760.13	IER
PF17335.3	IES5
PF11987.9	IF-2
PF01008.18	IF-2B
PF08364.12	IF2_assoc
PF04760.16	IF2_N
PF00707.23	IF3_C
PF05198.17	IF3_N
PF01652.19	IF4E
PF06140.14	Ifi-6-16
PF00714.18	IFN-gamma
PF07140.12	IFNGR1
PF07334.14	IFP_35_N
PF14754.7	IFR3_antag
PF05004.14	IFRD
PF04836.13	IFRD_C
PF16718.6	IFS
PF14931.7	IFT20
PF15305.7	IFT43
PF12317.9	IFT46_B_C
PF10498.10	IFT57
PF18383.2	IFT81_CH
PF00047.26	ig
PF13895.7	Ig_2
PF13927.7	Ig_3
PF16680.6	Ig_4
PF16681.6	Ig_5
PF18452.2	Ig_6
PF19081.1	Ig_7
PF17736.2	Ig_C17orf99
PF17737.2	Ig_C19orf38
PF18368.2	Ig_GlcNase
PF15097.7	Ig_J_chain
PF17753.2	Ig_mannosidase
PF10430.10	Ig_Tie2_1
PF07095.12	IgaA
PF08365.12	IGF2_C
PF00219.19	IGFBP
PF14653.7	IGFL
PF01378.18	IgG_binding_B
PF17517.3	IgGFc_binding
PF11550.9	IglC
PF00475.19	IGPD
PF00218.22	IGPS
PF09597.11	IGR
PF16174.6	IHABP4_N
PF16530.6	IHHNV_capsid
PF15771.6	IHO1
PF05049.14	IIGP
PF18397.2	IKBKB_SDD
PF04762.13	IKI3
PF12179.9	IKKbetaNEMObind
PF00340.20	IL1
PF02394.17	IL1_propep
PF00726.18	IL10
PF07400.12	IL11
PF03039.15	IL12
PF10420.10	IL12p40_C
PF03487.14	IL13
PF18001.2	Il13Ra_Ig
PF02372.16	IL15
PF06083.12	IL17
PF15037.7	IL17_R_N
PF16742.6	IL17R_D_N
PF16556.6	IL17R_fnIII_D1
PF16578.6	IL17R_fnIII_D2
PF00715.18	IL2
PF14565.7	IL22
PF16649.6	IL23
PF15177.7	IL28A
PF18707.2	IL2RB_N1
PF15874.6	Il2rg
PF02059.16	IL3
PF15209.7	IL31
PF15225.7	IL32
PF15095.7	IL33
PF15036.7	IL34
PF18611.2	IL3Ra_N
PF00727.19	IL4
PF18258.2	IL4_i_Ig
PF09238.11	IL4Ra_N
PF02025.16	IL5
PF00489.18	IL6
PF09240.11	IL6Ra-bind
PF01415.17	IL7
PF00048.21	IL8
PF01787.17	Ilar_coat
PF15711.6	ILEI
PF10311.10	Ilm1
PF08049.12	IlvB_leader
PF01450.20	IlvC
PF00920.22	ILVD_EDD
PF08046.12	IlvGEDA_leader
PF07991.13	IlvN
PF09779.10	Ima1_N
PF12314.9	IMCp
PF08397.12	IMD
PF05046.15	Img2
PF12257.9	IML1
PF14373.7	Imm_superinfect
PF15655.7	Imm-NTF2
PF15631.7	Imm-NTF2-2
PF14430.7	Imm1
PF15588.7	Imm10
PF15560.7	Imm12
PF15561.7	Imm15
PF15562.7	Imm17
PF15563.7	Imm19
PF14426.7	Imm2
PF15589.7	Imm21
PF15564.7	Imm25
PF15428.7	Imm26
PF15590.7	Imm27
PF14425.7	Imm3
PF15565.7	Imm30
PF15591.7	Imm31
PF15566.7	Imm32
PF15567.7	Imm35
PF15568.7	Imm39
PF15569.7	Imm40
PF15592.7	Imm41
PF15593.7	Imm42
PF15570.7	Imm43
PF15571.7	Imm44
PF15572.7	Imm45
PF15573.7	Imm47
PF15574.7	Imm48
PF15575.7	Imm49
PF14423.7	Imm5
PF15594.7	Imm50
PF15595.7	Imm51
PF15579.7	Imm52
PF15580.7	Imm53
PF15596.7	Imm57
PF15581.7	Imm58
PF15597.7	Imm59
PF14434.7	Imm6
PF15598.7	Imm61
PF15599.7	Imm63
PF15600.7	Imm64
PF15582.7	Imm65
PF15583.7	Imm68
PF15585.7	Imm7
PF15601.7	Imm70
PF15602.7	Imm71
PF15584.7	Imm72
PF15603.7	Imm74
PF15660.7	Imm75
PF15586.7	Imm8
PF15587.7	Imm9
PF11480.9	ImmE5
PF07826.12	IMP_cyclohyd
PF10688.10	Imp-YgjV
PF18591.2	IMP2_C
PF18590.2	IMP2_N
PF18642.2	IMPa_helical
PF06812.13	ImpA_N
PF18650.2	IMPa_N_2
PF00478.26	IMPDH
PF07024.14	ImpE
PF18773.2	Importin_rep
PF18786.2	Importin_rep_2
PF18806.2	Importin_rep_3
PF18808.2	Importin_rep_4
PF18816.2	Importin_rep_5
PF18829.2	Importin_rep_6
PF00817.21	IMS
PF11799.9	IMS_C
PF11798.9	IMS_HHH
PF15761.6	IMUP
PF00552.22	IN_DBD_C
PF15018.7	InaF-motif
PF15142.7	INCA1
PF17628.3	IncD
PF17627.3	IncE
PF03941.16	INCENP_ARK-bind
PF12178.9	INCENP_N
PF17626.3	IncF
PF02387.16	IncFII_repA
PF04227.13	Indigoidine_A
PF12998.8	ING
PF02974.15	Inh
PF11417.9	Inhibitor_G39P
PF12559.9	Inhibitor_I10
PF10465.10	Inhibitor_I24
PF08246.13	Inhibitor_I29
PF10466.10	Inhibitor_I34
PF03995.14	Inhibitor_I36
PF09394.11	Inhibitor_I42
PF10467.10	Inhibitor_I48
PF11714.9	Inhibitor_I53
PF16850.6	Inhibitor_I66
PF11405.9	Inhibitor_I67
PF10468.10	Inhibitor_I68
PF13734.7	Inhibitor_I69
PF12628.8	Inhibitor_I71
PF11720.9	Inhibitor_I78
PF05922.17	Inhibitor_I9
PF11555.9	Inhibitor_Mig-6
PF04179.13	Init_tRNA_PT
PF16928.6	Inj_translocase
PF18981.1	InlK_D3
PF12782.8	Innate_immun
PF00876.19	Innexin
PF14612.7	Ino80_Iec3
PF08193.12	INO80_Ies4
PF01658.18	Inos-1-P_synth
PF00459.26	Inositol_P
PF11726.9	Inovirus_Gp2
PF12634.8	Inp1
PF18823.2	InPase
PF16776.6	INPP5B_PH
PF06757.14	Ins_allergen_rp
PF03488.15	Ins_beta
PF06090.13	Ins_P5_2-kin
PF05770.12	Ins134_P3_kin
PF17927.2	Ins134_P3_kin_N
PF08709.12	Ins145_P3_rec
PF16748.6	INSC_LBD
PF07281.13	INSIG
PF00049.19	Insulin
PF17870.2	Insulin_TMD
PF15300.7	INT_SG_DDX_CT_C
PF16617.6	INTAP
PF12835.8	Integrase_1
PF02920.16	Integrase_DNA
PF17921.2	Integrase_H2C2
PF02022.20	Integrase_Zn
PF00357.21	Integrin_alpha
PF08441.13	Integrin_alpha2
PF08725.12	Integrin_b_cyt
PF07965.13	Integrin_B_tail
PF00362.19	Integrin_beta
PF14890.7	Intein_splicing
PF09294.11	Interfer-bind
PF00143.20	Interferon
PF12354.9	Internalin_N
PF09529.11	Intg_mem_TP0381
PF07979.12	Intimin_C
PF01348.22	Intron_maturas2
PF14750.7	INTS2
PF10189.10	Ints3
PF14838.7	INTS5_C
PF14837.7	INTS5_N
PF19031.1	Intu_longin_1
PF19032.1	Intu_longin_2
PF19033.1	Intu_longin_3
PF18785.2	Inv-AAD
PF03519.15	Invas_SpaK
PF09134.11	Invasin_D3
PF05689.12	InvE_AD
PF04741.13	InvH
PF00904.18	Involucrin
PF10583.10	Involucrin_N
PF06994.12	Involucrin2
PF00520.32	Ion_trans
PF07885.17	Ion_trans_2
PF08412.11	Ion_trans_N
PF02121.19	IP_trans
PF03278.14	IpaB_EvcA
PF09599.11	IpaC_SipC
PF05925.13	IpgD
PF06415.14	iPGM_N
PF11634.9	IPI_T4
PF12333.9	Ipi1_N
PF03770.17	IPK
PF04979.15	IPP-2
PF01715.18	IPPT
PF01745.17	IPT
PF18203.2	IPTL-CTERM
PF18783.2	IPU_b_solenoid
PF00612.28	IQ
PF16453.6	IQ_SEC7_PH
PF15157.7	IQCJ-SCHIP1
PF12185.9	IR1-M
PF06135.13	IreB
PF00605.18	IRF
PF11261.9	IRF-2BP1_2
PF10401.10	IRF-3
PF01007.21	IRK
PF17655.2	IRK_C
PF08466.11	IRK_N
PF18673.2	IrmA
PF04120.13	Iron_permease
PF04362.15	Iron_traffic
PF10634.10	Iron_transport
PF02174.18	IRS
PF06215.12	ISAV_HA
PF16625.6	ISET-FN3_linker
PF11727.9	ISG65-75
PF10281.10	Ish1
PF02060.16	ISK_Channel
PF06437.12	ISN1
PF00180.21	Iso_dh
PF00857.21	Isochorismatase
PF18161.2	ISP1_C
PF18045.2	ISP3_C
PF04279.16	IspA
PF01128.20	IspD
PF18706.2	ISPD_C
PF03398.15	Ist1
PF01695.18	IstB_IS21
PF06246.13	Isy1
PF02189.16	ITAM
PF10538.10	ITAM_Cys-rich
PF15907.6	Itfg2
PF06668.13	ITI_HC_C
PF01156.20	IU_nuc_hydro
PF04183.13	IucA_IucC
PF08816.12	Ivy
PF08574.11	Iwr1
PF15005.7	IZUMO
PF16706.6	Izumo-Ig
PF01398.22	JAB
PF01419.18	Jacalin
PF14804.7	Jag_N
PF07086.13	Jagunal
PF17887.2	Jak1_Phl
PF16034.6	JAKMIP_CC3
PF05571.13	JAMP
PF09425.11	Jas_motif
PF15351.7	JCAD
PF06585.12	JHBP
PF17811.2	JHD
PF15261.7	JHY
PF16471.6	JIP_LZII
PF15038.7	Jiraiya
PF14901.7	Jiv90
PF16668.6	JLPA
PF02373.23	JmjC
PF02375.18	JmjN
PF15871.6	JMY
PF09744.10	Jnk-SapK_ap_N
PF02099.18	Josephin
PF15392.7	Joubert
PF15312.7	JSRP
PF05439.13	JTB
PF03957.14	Jun
PF17054.6	JUPITER
PF07941.12	K_channel_TID
PF13434.7	K_oxygenase
PF02705.17	K_trans
PF01486.18	K-box
PF09080.11	K-cyclin_vir_C
PF02960.15	K1
PF15352.7	K1377
PF02149.20	KA1
PF15354.7	KAAG1
PF07688.13	KaiA
PF07689.13	KaiB
